StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1350,17,Female,0,0,12.25,4,No,2,No,No,No,No,2.8338,2
1351,18,Male,0,4,11.71,17,No,0,No,No,Yes,No,1.0862,4
1352,15,Male,0,1,10.95,3,No,4,No,No,No,No,2.874,2
1353,15,Male,1,2,12.81,1,No,2,No,Yes,No,No,2.8957,2
1354,18,Female,2,0,5.19,2,Yes,3,No,No,No,No,3.1813,1
1355,18,Male,1,2,1.69,25,No,3,No,No,No,No,0.4713,4
1356,17,Male,0,3,2.39,11,Yes,2,No,No,No,No,2.2114,3
1357,16,Female,2,2,4.49,2,Yes,3,Yes,Yes,No,No,3.3753,1
1358,18,Female,1,1,10.0,3,No,4,No,Yes,No,No,3.2039,1
1359,15,Female,0,2,16.81,5,No,2,No,No,Yes,No,3.3502,1
1360,17,Male,1,2,14.03,11,No,2,No,No,No,No,1.7258,4
1361,18,Male,0,2,15.78,18,No,4,Yes,No,No,No,2.2166,3
1362,15,Female,0,3,7.02,9,No,1,Yes,No,No,Yes,2.0046,3
1363,15,Female,3,2,8.09,29,Yes,0,No,No,No,No,0.7157,4
1364,16,Male,0,3,7.87,0,Yes,4,No,No,Yes,No,3.8806,0
1365,17,Male,0,2,3.84,16,No,3,Yes,No,Yes,No,1.6895,4
1366,17,Female,2,1,1.22,15,No,4,Yes,Yes,No,Yes,1.758,4
1367,16,Female,2,1,11.82,8,No,0,No,No,No,No,2.1364,3
1368,16,Male,0,1,19.78,24,Yes,1,No,Yes,No,No,0.9116,4
1369,17,Female,0,3,3.34,20,Yes,1,No,No,No,No,1.1378,4
1370,17,Male,0,2,0.93,8,Yes,3,Yes,No,No,Yes,2.3493,3
1371,18,Male,1,2,15.59,26,No,3,No,No,No,No,0.6237,4
1372,18,Male,0,1,5.05,22,No,2,No,No,Yes,No,0.341,4
1373,16,Male,0,1,16.59,8,No,0,No,No,No,No,2.2238,3
1374,18,Female,3,2,14.08,11,No,3,No,No,No,Yes,2.3282,3
1375,15,Female,1,2,18.91,22,Yes,2,Yes,No,No,No,1.6231,4
1376,18,Male,0,1,8.18,8,Yes,1,Yes,No,No,No,2.2009,3
1377,18,Male,1,2,13.24,14,No,4,No,Yes,No,No,2.5841,2
1378,15,Male,1,0,9.3,1,No,1,Yes,No,No,No,2.9965,2
1379,16,Male,0,1,12.61,10,No,3,No,No,Yes,No,2.374,3
1380,15,Male,0,2,8.99,10,Yes,3,Yes,No,No,No,2.8304,2
1381,18,Female,2,1,3.77,7,No,2,Yes,Yes,No,Yes,2.5251,2
1382,16,Female,0,4,10.16,22,No,1,Yes,No,No,No,1.043,4
1383,18,Female,1,1,10.57,5,No,2,Yes,No,No,Yes,2.6611,2
1384,15,Female,0,1,16.21,20,No,3,No,No,No,No,1.5996,4
1385,15,Male,0,1,14.71,19,Yes,1,Yes,No,No,No,1.7994,4
1386,18,Male,0,2,13.28,6,No,3,No,No,No,No,2.6576,2
1387,17,Male,0,2,2.27,2,No,4,No,No,No,No,2.9985,2
1388,17,Male,0,2,14.41,7,No,4,No,No,Yes,No,2.9774,2
1389,15,Male,0,0,10.01,17,No,2,No,No,No,No,1.3752,4
1390,15,Female,2,0,17.88,16,No,3,Yes,No,No,Yes,1.8489,4
1391,17,Male,3,2,18.4,10,No,4,No,No,No,No,2.4425,3
1392,17,Female,2,3,1.1,1,No,2,Yes,No,No,No,2.856,2
1393,18,Female,2,3,16.41,24,Yes,1,Yes,No,No,No,1.2062,4
1394,18,Female,0,0,0.75,20,No,1,Yes,Yes,No,No,0.8959,4
1395,17,Female,3,2,7.34,26,No,1,No,No,No,No,0.2732,4
1396,18,Male,0,3,10.85,23,No,3,No,No,Yes,No,0.6675,4
1397,18,Female,3,1,2.96,18,No,2,No,No,No,No,1.0894,4
1398,16,Female,3,3,14.93,6,No,3,No,No,No,No,2.8132,2
1399,18,Female,2,1,0.17,17,Yes,3,Yes,No,No,Yes,1.8688,4
1400,15,Male,3,3,3.37,7,No,3,Yes,Yes,No,No,3.0357,1
1401,18,Male,1,2,11.62,13,No,3,No,No,No,Yes,2.1354,3
1402,18,Male,0,3,14.29,6,No,0,Yes,No,Yes,No,3.0381,1
1403,17,Female,0,2,18.33,27,No,3,No,Yes,No,No,0.9941,4
1404,15,Female,1,1,14.11,20,No,2,No,No,No,No,1.2326,4
1405,18,Male,0,3,13.44,27,No,2,No,Yes,No,No,0.8644,4
1406,18,Female,1,1,7.89,26,No,0,No,No,No,No,0.1152,4
1407,16,Male,3,1,0.03,3,No,4,Yes,No,No,No,2.9346,2
1408,18,Male,0,2,2.4,16,No,4,Yes,No,No,No,2.0469,3
1409,18,Female,2,2,10.69,4,No,2,Yes,No,No,No,3.0655,1
1410,16,Female,3,3,13.5,11,No,2,No,Yes,No,No,2.437,3
1411,17,Female,3,1,8.35,8,No,3,No,Yes,No,No,2.4276,3
1412,18,Female,3,2,14.61,25,No,1,No,No,No,No,0.7772,4
1413,16,Male,1,2,10.44,19,Yes,1,Yes,Yes,Yes,No,1.8796,4
1414,15,Male,3,0,1.48,12,No,3,No,No,No,No,1.5966,4
1415,17,Male,2,1,3.84,24,No,1,No,Yes,No,No,0.7046,4
1416,15,Male,0,1,16.8,27,No,2,Yes,Yes,No,No,0.7642,4
1417,15,Male,0,1,14.5,17,Yes,2,Yes,No,No,No,1.5034,4
1418,16,Female,2,4,17.9,19,Yes,2,Yes,No,No,No,1.5258,4
1419,18,Male,0,2,2.35,8,No,1,Yes,Yes,No,No,2.2708,3
1420,16,Male,1,2,19.8,3,No,2,No,No,No,No,3.4024,1
1421,16,Male,1,4,4.19,20,Yes,2,No,Yes,No,No,1.4382,4
1422,16,Female,0,1,0.24,26,No,2,No,No,Yes,No,0.3366,4
1423,16,Female,1,3,19.95,7,No,3,No,No,No,No,3.1123,1
1424,17,Female,2,2,5.62,0,Yes,4,No,No,Yes,No,3.7707,0
1425,18,Female,0,3,13.36,16,No,1,No,No,No,No,1.6556,4
1426,15,Male,0,1,3.53,24,No,3,Yes,No,No,Yes,1.0505,4
1427,15,Male,0,3,11.6,8,Yes,1,No,No,Yes,No,2.5354,2
1428,18,Female,0,1,18.08,19,No,2,No,No,No,Yes,1.3961,4
1429,15,Female,3,1,6.4,12,No,2,Yes,Yes,No,No,2.0254,3
1430,18,Male,0,2,13.41,1,No,2,No,No,No,No,3.2683,1
1431,15,Male,1,1,3.76,12,No,3,Yes,Yes,No,No,2.0172,3
1432,16,Female,0,2,12.5,8,No,2,Yes,No,No,No,2.3977,3
1433,15,Female,0,2,6.73,29,No,2,Yes,No,No,No,0.2879,4
1434,18,Female,2,2,4.22,19,No,3,No,Yes,Yes,No,1.5487,4
1435,18,Female,2,1,6.26,5,Yes,1,Yes,No,No,No,2.9052,2
1436,18,Male,0,0,3.58,27,No,1,No,Yes,No,No,0.249,4
1437,18,Male,0,1,18.04,0,Yes,0,Yes,No,No,No,3.4184,1
1438,18,Male,0,2,7.94,27,Yes,1,No,No,No,No,0.5829,4
1439,17,Female,0,1,4.91,24,No,2,No,Yes,No,No,0.93,4
1440,17,Female,1,1,8.97,4,No,2,Yes,No,Yes,No,2.6791,2
1441,15,Male,0,1,6.41,2,Yes,1,No,No,No,Yes,3.1062,1
1442,18,Male,0,0,14.89,3,No,0,Yes,No,No,Yes,2.7813,2
1443,15,Male,0,2,19.42,0,No,3,No,Yes,Yes,Yes,4.0,0
1444,18,Male,3,3,8.76,13,No,3,Yes,Yes,Yes,No,2.3328,3
1445,18,Female,3,1,17.22,8,Yes,4,Yes,No,No,No,3.0677,1
1446,17,Male,0,2,11.32,29,No,4,No,Yes,No,No,0.8691,4
1447,17,Male,2,2,3.14,23,No,4,No,Yes,No,Yes,1.5205,4
1448,16,Male,0,2,13.81,3,No,3,Yes,Yes,Yes,Yes,3.2898,1
1449,17,Male,0,2,10.27,17,Yes,3,Yes,No,No,No,2.1757,3
1450,16,Male,2,2,13.01,13,No,1,No,No,No,No,1.8524,4
1451,16,Male,3,2,17.79,24,No,3,Yes,Yes,No,Yes,1.4773,4
1452,16,Male,3,0,8.81,3,No,0,No,No,No,No,2.8789,2
1453,16,Female,1,2,18.02,24,No,3,No,Yes,Yes,No,1.0581,4
1454,16,Female,0,2,15.01,9,No,2,No,No,No,Yes,2.5729,2
1455,15,Female,2,0,9.77,2,No,3,Yes,No,Yes,No,3.5877,0
1456,17,Female,0,1,12.06,22,No,0,Yes,Yes,No,Yes,1.3014,4
1457,16,Male,1,4,6.51,6,Yes,2,No,Yes,Yes,No,3.2095,1
1458,18,Female,0,2,19.67,9,No,2,No,No,No,No,2.5372,2
1459,17,Female,1,2,13.35,12,No,1,Yes,No,No,No,1.9894,4
1460,17,Male,0,3,0.88,3,Yes,2,No,Yes,Yes,No,3.0042,1
1461,16,Male,0,2,6.53,17,No,0,Yes,Yes,No,No,1.5135,4
1462,15,Female,3,2,12.47,10,No,2,No,No,No,Yes,2.1727,3
1463,16,Female,0,2,1.13,24,Yes,2,No,No,No,Yes,0.6416,4
1464,15,Male,1,3,0.48,3,No,3,No,Yes,No,No,2.7536,2
1465,18,Female,0,2,9.0,23,No,2,Yes,No,Yes,No,1.0385,4
1466,17,Male,0,2,6.65,13,No,2,Yes,Yes,No,No,2.255,3
1467,18,Male,0,1,8.77,17,No,4,No,No,No,No,1.6667,4
1468,15,Male,0,4,5.25,7,No,2,No,No,No,No,2.4995,3
1469,15,Male,2,2,3.29,26,Yes,2,No,No,No,No,0.2782,4
1470,18,Female,0,0,13.78,9,No,2,Yes,No,No,No,2.6376,2
1471,15,Male,3,3,10.29,4,No,3,Yes,Yes,No,Yes,3.0571,1
1472,18,Male,1,2,4.0,22,No,2,Yes,Yes,No,No,1.3619,4
1473,17,Female,0,0,6.39,6,Yes,2,Yes,No,Yes,No,3.2389,1
1474,18,Male,1,2,11.84,11,Yes,3,Yes,Yes,No,No,2.573,2
1475,17,Female,1,2,1.44,24,No,0,No,No,No,No,0.0,4
1476,18,Female,2,3,2.95,2,Yes,3,No,Yes,No,Yes,3.1439,1
1477,15,Female,0,1,1.46,25,Yes,2,Yes,No,No,No,1.0465,4
1478,18,Male,0,3,16.25,3,No,2,No,No,No,Yes,2.8686,2
1479,15,Female,2,2,15.05,9,No,3,No,No,No,No,2.6394,2
1480,18,Female,3,0,15.07,3,No,1,No,No,No,No,2.6697,2
1481,18,Male,2,4,14.33,14,Yes,3,No,Yes,Yes,No,2.7949,2
1482,16,Female,0,2,13.39,28,Yes,4,No,No,No,Yes,1.1866,4
1483,15,Female,2,1,9.54,9,No,2,No,No,No,No,2.5202,2
1484,16,Female,0,2,12.85,20,No,4,No,No,Yes,No,1.6011,4
1485,15,Female,0,3,0.77,29,No,0,No,No,No,No,0.0,4
1486,16,Female,0,1,12.43,21,Yes,3,No,No,Yes,No,1.5951,4
1487,17,Male,1,1,15.56,15,Yes,2,Yes,No,No,No,2.222,3
1488,18,Female,0,1,10.01,14,No,2,No,No,No,Yes,1.6151,4
1489,15,Female,0,1,7.15,18,No,1,Yes,Yes,No,Yes,1.6759,4
1490,15,Male,2,2,5.55,28,No,2,Yes,No,No,No,0.2143,4
1491,18,Male,0,2,12.86,19,Yes,1,Yes,No,No,No,1.5568,4
1492,15,Male,0,1,13.86,18,No,4,Yes,Yes,No,No,2.1542,3
1493,15,Female,0,1,17.42,17,No,3,No,Yes,No,No,2.0707,3
1494,16,Male,3,1,6.85,25,Yes,1,No,Yes,No,No,0.5672,4
1495,15,Female,1,3,15.4,11,No,1,Yes,No,No,No,2.1627,3
1496,17,Female,0,1,11.23,24,Yes,3,No,No,Yes,No,1.2912,4
1497,17,Male,2,4,17.66,15,No,2,No,Yes,Yes,No,2.3402,3
1498,18,Male,2,2,10.56,0,No,1,No,No,No,No,2.924,2
1499,15,Female,0,1,10.35,15,Yes,2,Yes,No,Yes,No,2.1901,3
1500,18,Male,1,3,11.56,1,No,2,No,No,No,No,3.0742,1
1501,17,Female,2,2,14.99,23,No,1,No,No,No,No,1.0094,4
1502,15,Male,1,2,19.29,14,No,3,Yes,Yes,No,No,2.1185,3
1503,15,Male,0,4,1.47,6,No,3,Yes,No,No,No,2.6153,2
1504,18,Male,2,0,1.07,27,No,0,No,Yes,Yes,No,0.4159,4
1505,17,Female,1,0,18.75,0,Yes,4,Yes,No,No,No,3.9471,0
1506,15,Male,0,2,10.6,4,Yes,2,No,Yes,No,No,3.0174,1
1507,18,Female,0,1,12.3,9,Yes,1,Yes,No,No,No,2.8138,2
1508,17,Female,0,1,9.65,21,No,1,No,No,No,No,0.7696,4
1509,18,Female,0,0,1.87,20,Yes,1,No,No,No,No,0.8923,4
1510,16,Female,2,0,15.36,3,Yes,2,Yes,Yes,No,No,3.6663,0
1511,15,Male,0,2,14.94,13,No,1,No,Yes,No,No,1.4015,4
1512,16,Female,0,1,6.23,12,No,2,No,No,No,Yes,1.4233,4
1513,17,Female,1,2,6.12,0,No,1,Yes,No,No,Yes,3.1496,1
1514,16,Male,0,2,16.76,15,Yes,3,No,Yes,No,Yes,2.3537,3
1515,16,Female,3,2,1.45,22,No,3,Yes,Yes,No,No,1.1614,4
1516,17,Male,0,0,17.62,8,Yes,2,No,No,No,No,2.6472,2
1517,18,Female,0,2,5.13,21,No,3,No,Yes,Yes,No,1.299,4
1518,16,Male,0,0,11.86,15,Yes,4,Yes,No,No,No,2.6442,2
1519,18,Female,0,2,18.72,18,No,3,No,No,No,No,1.738,4
1520,16,Male,0,3,13.56,14,No,2,No,No,No,No,2.0188,3
1521,18,Female,2,2,8.29,25,No,2,No,Yes,No,No,0.7178,4
1522,17,Female,3,2,13.79,13,No,3,Yes,No,No,No,2.2676,3
1523,16,Male,0,2,6.88,19,Yes,1,No,No,No,No,1.2715,4
1524,17,Male,1,1,5.55,9,Yes,2,No,Yes,No,No,2.6217,2
1525,16,Male,2,3,19.93,20,No,2,No,No,No,No,1.2285,4
1526,17,Male,2,3,15.02,11,No,3,No,Yes,No,Yes,2.4953,3
1527,17,Female,0,1,12.89,27,No,3,No,Yes,No,No,0.7018,4
1528,16,Female,0,2,7.11,0,No,2,Yes,Yes,Yes,No,3.865,0
1529,16,Male,0,3,0.98,20,No,1,Yes,No,Yes,No,0.6847,4
1530,16,Female,2,4,0.62,16,Yes,4,No,No,No,No,1.8859,4
1531,15,Male,2,2,11.08,8,Yes,0,No,Yes,No,No,2.3278,3
1532,18,Male,0,2,15.24,22,No,0,Yes,No,Yes,No,0.8802,4
1533,15,Female,0,1,10.75,18,No,2,No,No,Yes,No,1.412,4
1534,15,Female,3,4,16.82,24,No,3,No,Yes,Yes,Yes,1.6625,4
1535,17,Female,2,1,0.67,17,No,3,Yes,No,No,No,1.3416,4
1536,16,Female,3,2,7.34,27,No,4,Yes,Yes,No,No,0.6592,4
1537,18,Female,2,1,4.74,6,No,1,No,No,Yes,No,2.1534,3
1538,17,Female,0,1,8.95,8,No,2,No,No,Yes,No,2.4431,3
1539,15,Female,1,2,1.45,21,No,1,No,No,No,No,0.2701,4
1540,16,Male,1,4,19.08,25,No,3,No,No,Yes,No,1.3167,4
1541,17,Male,0,0,4.47,20,No,2,Yes,No,No,No,0.8177,4
1542,16,Male,1,2,18.45,11,No,0,No,Yes,No,No,2.0569,3
1543,17,Male,2,0,8.52,6,Yes,3,Yes,No,No,No,3.2193,1
1544,16,Male,0,1,19.71,13,Yes,2,No,No,No,No,2.2409,3
1545,15,Female,2,2,11.08,14,Yes,2,No,Yes,No,No,1.9138,4
1546,18,Male,1,2,18.62,14,No,3,No,No,Yes,No,2.2403,3
1547,15,Male,3,1,0.11,5,No,1,Yes,No,No,No,2.2545,3
1548,18,Male,0,1,14.96,20,No,1,Yes,Yes,Yes,No,1.8913,4
1549,16,Male,0,0,18.06,13,No,1,No,No,Yes,No,2.2062,3
1550,17,Male,1,1,2.79,1,Yes,2,No,Yes,No,No,3.3351,1
1551,15,Male,0,4,1.92,7,No,1,Yes,Yes,No,No,2.412,3
1552,18,Male,2,3,8.49,12,No,3,No,Yes,No,No,2.161,3
1553,15,Female,2,1,18.67,22,No,1,No,Yes,No,No,1.1654,4
1554,18,Female,0,2,10.85,5,No,4,No,No,No,No,2.5835,2
1555,15,Male,1,3,10.55,4,Yes,1,No,Yes,No,No,3.0171,1
1556,18,Female,1,0,2.82,4,No,1,Yes,Yes,No,Yes,2.5762,2
1557,18,Female,0,3,0.02,24,No,1,No,No,No,No,0.2333,4
1558,16,Female,3,3,16.2,0,No,3,Yes,No,No,No,3.6465,0
1559,18,Female,2,0,1.75,8,Yes,2,Yes,Yes,No,No,2.6054,2
1560,16,Male,1,1,12.68,5,No,3,Yes,No,Yes,No,3.3669,1
1561,18,Female,2,4,18.29,19,No,3,No,Yes,No,No,1.5838,4
1562,17,Female,0,2,4.17,25,No,4,No,No,Yes,No,0.7764,4
1563,17,Female,3,0,13.31,29,Yes,3,No,No,Yes,No,0.7835,4
1564,17,Male,1,1,1.57,6,No,0,No,No,Yes,No,2.3283,3
1565,18,Male,2,2,12.08,8,No,3,Yes,No,No,No,2.7185,2
1566,16,Male,2,2,3.28,4,Yes,4,Yes,No,No,No,3.2449,1
1567,16,Male,0,2,14.72,13,Yes,4,Yes,No,No,No,2.8657,2
1568,18,Male,2,4,6.02,4,No,1,No,No,No,No,2.3263,3
1569,17,Male,0,1,9.27,7,Yes,3,No,Yes,Yes,No,3.3031,1
1570,17,Male,0,2,11.99,6,No,1,No,No,No,No,2.4892,3
1571,16,Female,0,2,3.43,12,Yes,1,Yes,Yes,Yes,No,2.6003,2
1572,17,Female,3,2,14.83,12,No,3,No,No,No,No,2.1192,3
1573,15,Female,2,1,6.05,7,No,4,No,No,No,No,2.5227,2
1574,16,Male,2,4,13.25,10,Yes,2,No,No,No,No,2.4759,3
1575,17,Male,2,3,3.17,27,Yes,3,Yes,No,No,No,0.7828,4
1576,16,Male,1,2,13.76,25,No,0,Yes,No,No,No,0.7664,4
1577,15,Male,3,2,2.56,17,Yes,0,Yes,No,No,No,1.2836,4
1578,16,Male,0,1,8.51,24,No,2,Yes,No,No,No,0.6431,4
1579,16,Female,0,2,4.94,18,Yes,2,No,No,No,No,1.6692,4
1580,16,Female,0,2,14.97,5,No,3,No,No,No,No,3.2821,1
1581,16,Male,2,2,5.24,21,No,2,No,Yes,No,No,0.7437,4
1582,15,Male,2,4,17.63,1,No,2,No,No,No,Yes,3.3251,1
1583,18,Male,0,2,17.84,27,No,2,Yes,Yes,No,Yes,1.1845,4
1584,16,Male,0,1,3.93,12,No,1,No,No,No,No,1.6165,4
1585,16,Female,2,2,12.28,22,No,4,No,No,No,No,1.5831,4
1586,17,Male,0,1,1.75,24,No,2,No,No,No,No,0.1843,4
1587,16,Male,2,1,7.83,27,Yes,2,No,No,No,No,0.4722,4
1588,17,Male,3,1,14.27,25,No,3,Yes,Yes,No,No,1.2994,4
1589,18,Male,0,2,13.19,10,No,2,No,No,No,Yes,2.3796,3
1590,15,Female,0,2,12.49,0,No,3,No,No,No,No,3.5663,0
1591,15,Male,2,2,5.65,23,No,1,No,No,No,No,0.2783,4
1592,18,Male,2,2,7.56,1,No,1,No,No,No,No,2.4215,3
1593,15,Female,1,2,2.06,29,No,4,No,Yes,No,Yes,0.6177,4
1594,18,Female,3,1,14.38,16,No,3,No,No,No,No,1.8047,4
1595,18,Female,0,3,10.08,7,No,2,Yes,No,No,No,2.6352,2
1596,18,Male,1,1,14.18,1,No,3,No,No,No,Yes,3.436,1
1597,15,Male,2,1,4.98,5,No,4,No,No,Yes,Yes,2.7374,2
1598,17,Female,2,2,6.49,21,Yes,1,Yes,No,No,Yes,1.1467,4
1599,18,Female,0,1,6.68,4,No,0,No,No,No,No,2.4053,3
1600,16,Female,2,0,0.51,15,Yes,2,No,No,Yes,No,1.5253,4
1601,15,Female,1,2,6.82,7,No,1,Yes,Yes,No,No,2.4462,3
1602,18,Female,0,2,16.07,18,Yes,1,Yes,No,Yes,No,1.953,4
1603,18,Female,0,2,17.95,15,No,3,Yes,No,No,No,2.2931,3
1604,16,Male,2,4,10.36,12,No,0,No,No,Yes,No,1.4717,4
1605,17,Male,0,2,9.11,25,Yes,3,No,No,No,Yes,1.1067,4
1606,17,Male,0,3,0.62,19,No,2,No,Yes,No,Yes,1.2059,4
1607,17,Female,0,1,17.58,6,No,2,No,No,No,No,2.5591,2
1608,18,Female,2,2,0.26,15,No,3,Yes,Yes,Yes,No,2.4577,3
1609,18,Female,1,3,18.9,22,Yes,2,No,No,No,No,1.2267,4
1610,18,Female,2,2,9.78,15,No,1,No,No,No,Yes,1.5904,4
1611,15,Female,0,2,6.84,28,No,1,Yes,No,No,No,0.3107,4
1612,16,Female,1,1,18.48,11,Yes,3,Yes,No,No,No,2.7718,2
1613,18,Male,1,0,0.49,13,No,1,Yes,No,No,No,1.5827,4
1614,16,Male,2,2,11.63,23,Yes,0,Yes,No,No,Yes,1.1056,4
1615,16,Female,3,1,10.98,17,No,4,No,No,No,No,2.3003,3
1616,17,Male,0,3,4.39,26,Yes,4,Yes,Yes,No,No,0.9919,4
1617,15,Female,1,1,8.58,27,No,2,No,Yes,Yes,Yes,0.1651,4
1618,18,Male,0,4,13.05,17,No,0,No,No,No,No,0.9893,4
1619,17,Female,1,4,14.54,15,No,3,Yes,No,Yes,No,2.2303,3
1620,17,Female,0,1,0.01,19,No,3,Yes,No,No,No,1.3835,4
1621,18,Male,0,1,18.74,15,No,1,Yes,Yes,No,No,2.1314,3
1622,16,Male,0,3,3.29,12,No,1,Yes,No,Yes,No,1.8683,4
1623,17,Female,1,4,4.67,25,No,3,Yes,No,Yes,No,1.2475,4
1624,16,Female,0,2,5.27,28,No,4,No,No,No,No,0.2999,4
1625,15,Male,2,1,0.76,8,No,3,Yes,No,No,Yes,2.7052,2
1626,16,Male,0,2,2.46,25,No,1,Yes,Yes,Yes,No,0.8979,4
1627,15,Female,0,2,19.73,27,No,2,Yes,Yes,No,No,1.3917,4
1628,16,Male,2,1,6.3,8,No,3,No,No,No,No,2.1505,3
1629,17,Female,0,2,2.31,12,No,1,No,No,No,No,1.4487,4
1630,17,Female,0,0,2.14,28,No,1,Yes,No,Yes,No,0.0,4
1631,15,Female,1,0,14.39,3,Yes,1,No,No,No,No,3.0917,1
1632,18,Female,0,1,17.09,8,No,2,No,No,No,No,2.5769,2
1633,15,Male,0,1,5.14,14,No,2,No,No,No,No,1.9559,4
1634,15,Male,0,1,0.42,13,No,3,No,Yes,No,No,1.8787,4
1635,16,Male,3,2,4.46,18,Yes,3,Yes,Yes,No,No,1.6304,4
1636,16,Male,1,1,1.13,11,No,4,No,No,Yes,No,2.3727,3
1637,15,Male,1,1,2.07,20,Yes,3,Yes,No,No,No,1.2794,4
1638,17,Male,1,1,8.63,25,No,1,No,No,No,Yes,0.155,4
1639,16,Male,0,4,4.6,24,Yes,2,No,Yes,Yes,Yes,1.2783,4
1640,18,Female,0,2,10.32,5,No,2,No,Yes,No,No,2.656,2
1641,16,Male,2,2,5.07,2,No,0,Yes,No,Yes,No,2.6823,2
1642,16,Male,0,2,18.81,25,No,4,No,Yes,No,No,1.6448,4
1643,18,Female,0,4,18.12,24,Yes,0,Yes,Yes,No,No,1.3963,4
1644,15,Male,0,1,11.34,21,Yes,2,Yes,No,No,No,1.6095,4
1645,18,Male,0,2,7.09,19,No,2,Yes,No,Yes,No,1.1874,4
1646,15,Female,3,2,7.62,15,No,2,Yes,No,Yes,No,2.0198,3
1647,15,Male,0,2,8.24,29,No,3,No,No,No,Yes,0.2416,4
1648,15,Male,1,0,14.55,19,No,2,No,No,No,No,1.2477,4
1649,18,Male,0,2,9.03,23,No,1,No,No,Yes,No,0.8527,4
1650,15,Female,3,0,17.13,22,No,1,No,No,No,No,0.9657,4
1651,17,Male,0,2,18.88,16,Yes,4,Yes,Yes,No,No,2.4238,3
1652,18,Male,0,2,6.72,15,No,1,Yes,No,No,No,1.742,4
1653,17,Female,2,1,11.21,5,No,1,No,No,Yes,No,2.8459,2
1654,15,Male,2,3,1.9,7,No,2,No,No,No,No,2.0396,3
1655,16,Female,0,0,4.01,18,Yes,1,Yes,No,No,No,1.5421,4
1656,15,Female,0,3,8.27,29,Yes,2,No,No,Yes,No,0.7308,4
1657,17,Male,0,2,4.12,24,No,3,Yes,No,No,No,0.5,4
1658,17,Female,0,1,17.53,25,Yes,3,No,No,No,No,1.1229,4
1659,18,Female,0,1,3.17,1,Yes,3,No,Yes,No,No,2.9595,2
1660,16,Male,0,4,9.11,13,No,1,Yes,Yes,Yes,No,2.3002,3
1661,18,Female,0,0,12.11,21,No,2,No,Yes,No,No,1.3527,4
1662,17,Female,0,1,13.84,11,Yes,0,Yes,No,No,No,2.1341,3
1663,15,Male,1,1,7.66,16,No,0,Yes,No,No,Yes,1.2998,4
1664,16,Male,3,2,17.38,27,No,2,Yes,No,No,No,0.7478,4
1665,15,Male,1,2,11.37,26,No,1,Yes,Yes,Yes,No,0.5329,4
1666,15,Female,0,1,8.79,14,No,3,No,No,No,No,2.0738,3
1667,16,Male,0,1,1.34,17,Yes,3,Yes,Yes,No,No,1.9914,4
1668,18,Female,3,1,9.29,15,No,3,Yes,No,No,Yes,1.9,4
1669,15,Female,0,1,16.41,12,No,3,Yes,Yes,No,No,2.6149,2
1670,17,Female,0,2,12.29,20,Yes,0,Yes,Yes,Yes,No,1.8103,4
1671,15,Female,1,2,16.64,16,No,2,Yes,No,No,No,1.5819,4
1672,16,Female,1,1,9.88,7,No,1,No,Yes,No,No,2.2713,3
1673,16,Female,1,1,2.37,0,Yes,2,Yes,No,No,No,3.3637,1
1674,16,Female,0,1,0.27,28,No,1,Yes,Yes,No,No,0.4813,4
1675,18,Male,0,4,6.06,24,No,0,Yes,Yes,No,No,0.1999,4
1676,15,Male,3,4,13.96,25,No,2,No,Yes,Yes,Yes,1.268,4
1677,18,Female,0,3,15.81,26,No,3,Yes,No,No,No,0.8826,4
1678,18,Female,1,1,5.92,2,Yes,3,No,No,No,No,3.1201,1
1679,16,Male,2,0,9.91,15,No,2,No,Yes,No,Yes,1.8042,4
1680,16,Female,1,1,8.42,27,No,2,Yes,Yes,Yes,No,0.6817,4
1681,18,Male,0,1,8.21,1,No,2,Yes,No,No,Yes,2.8983,2
1682,15,Male,0,2,4.63,14,No,3,No,No,No,Yes,1.7303,4
1683,17,Male,1,2,2.73,0,Yes,0,Yes,No,Yes,No,3.5608,0
1684,18,Female,2,3,3.93,8,Yes,3,No,Yes,No,No,2.5288,2
1685,15,Female,3,3,1.11,15,Yes,2,No,Yes,No,No,1.5924,4
1686,16,Male,0,1,3.96,3,No,1,No,No,Yes,Yes,2.3741,3
1687,16,Male,0,2,0.18,11,Yes,0,Yes,No,No,No,1.8104,4
1688,15,Male,3,1,12.55,0,No,1,No,No,No,No,2.8298,2
1689,17,Male,2,0,6.33,0,Yes,2,No,No,No,Yes,3.0476,1
1690,16,Male,2,2,19.46,6,Yes,3,Yes,Yes,No,No,3.6259,0
1691,16,Female,0,0,3.87,17,No,2,No,No,No,Yes,0.9273,4
1692,16,Male,1,2,6.92,22,No,2,Yes,No,No,No,1.332,4
1693,15,Female,2,1,7.16,27,No,4,Yes,Yes,No,Yes,0.7796,4
1694,18,Male,1,2,0.17,22,No,1,Yes,No,No,No,0.8814,4
1695,16,Female,0,2,16.78,14,Yes,1,No,No,No,No,2.3981,3
1696,18,Female,0,1,0.64,25,No,2,No,Yes,No,No,0.7588,4
1697,17,Female,1,3,18.8,29,No,3,Yes,No,No,No,1.0289,4
1698,16,Female,0,1,17.84,24,No,3,No,Yes,No,No,1.4445,4
1699,16,Female,0,2,10.71,12,Yes,2,No,No,No,No,2.2141,3
